DiscardTypeID,DiscardDestinationID,Year,Ratio
1,2,1911,0.000000
1,2,1912,0.000000
1,2,1913,0.000000
1,2,1914,0.000000
1,2,1915,0.000000
1,2,1916,0.000000
1,2,1917,0.000000
1,2,1918,0.000000
1,2,1919,0.000000
1,2,1920,0.000000
1,2,1921,0.000000
1,2,1922,0.000000
1,2,1923,0.000000
1,2,1924,0.000000
1,2,1925,0.000000
1,2,1926,0.000000
1,2,1927,0.000000
1,2,1928,0.000000
1,2,1929,0.000000
1,2,1930,0.000000
1,2,1931,0.000000
1,2,1932,0.000000
1,2,1933,0.000000
1,2,1934,0.000000
1,2,1935,0.000000
1,2,1936,0.000000
1,2,1937,0.000000
1,2,1938,0.000000
1,2,1939,0.000000
1,2,1940,0.000000
1,2,1941,0.000000
1,2,1942,0.000000
1,2,1943,0.000000
1,2,1944,0.000000
1,2,1945,0.000000
1,2,1946,0.000000
1,2,1947,0.000000
1,2,1948,0.000000
1,2,1949,0.000000
1,2,1950,0.000000
1,2,1951,0.000000
1,2,1952,0.000000
1,2,1953,0.000000
1,2,1954,0.000000
1,2,1955,0.000000
1,2,1956,0.000000
1,2,1957,0.000000
1,2,1958,0.000000
1,2,1959,0.000000
1,2,1960,0.000000
1,2,1961,0.000000
1,2,1962,0.000000
1,2,1963,0.000000
1,2,1964,0.000000
1,2,1965,0.000000
1,2,1966,0.000000
1,2,1967,0.000000
1,2,1968,0.000000
1,2,1969,0.000000
1,2,1970,0.000000
1,2,1971,0.000000
1,2,1972,0.000000
1,2,1973,0.000000
1,2,1974,0.000000
1,2,1975,0.000000
1,2,1976,0.000000
1,2,1977,0.000000
1,2,1978,0.000000
1,2,1979,0.000000
1,2,1980,0.000000
1,2,1981,0.000000
1,2,1982,0.000000
1,2,1983,0.000000
1,2,1984,0.000000
1,2,1985,0.000000
1,2,1986,0.000000
1,2,1987,0.000000
1,2,1988,0.000000
1,2,1989,0.000000
1,2,1990,0.020000
1,2,1991,0.020000
1,2,1992,0.020000
1,2,1993,0.020000
1,2,1994,0.020000
1,2,1995,0.020000
1,2,1996,0.020000
1,2,1997,0.020000
1,2,1998,0.020000
1,2,1999,0.020000
1,2,2000,0.070000
1,2,2001,0.070000
1,2,2002,0.070000
1,2,2003,0.080000
1,2,2004,0.080000
1,2,2005,0.080000
1,2,2006,0.080000
1,2,2007,0.080000
1,2,2008,0.080000
